"BrandID"|"BrandName"|"BrandOEMFlag"|"BrandOwnerID"|"BrandOwner"|"ParentID"|"ParentCompany"|"SubBrandID"|"SubBrand"|"Revision Date"
"BBBB"|"3M"|"False"|"BBBB"|"3M"|"BBBB"|"3M"|""|""|"Jul 12, 2007"
"BBBC"|"A&A"|"False"|"BDCZ"|"GT Styling"|"BFCQ"|"GT Styling"|""|""|"Jul 12, 2007"
"BBBD"|"AIM"|"False"|"BDDB"|"Automotive Importing Manufacturing Inc - AIM"|"BDDB"|"Automotive Importing Manufacturing Inc - AIM"|""|""|"Jul 12, 2007"
"BBBF"|"AL Doering"|"False"|"BDDC"|"AL Doering Spark Plug"|"BDDC"|"AL Doering Spark Plug"|""|""|"Jul 12, 2007"
"BBBG"|"ALO"|"False"|"BDDD"|"ALO Sales & Marketing"|"BDDD"|"ALO Sales & Marketing"|""|""|"Jul 12, 2007"
"BBBH"|"AMH"|"False"|"BDDF"|"AMH Ltd"|"BDDF"|"AMH Ltd"|""|""|"Jul 12, 2007"
"BBBJ"|"Aaron's"|"False"|"BDDH"|"Aaron's Automotive Products"|"BDDH"|"Aaron's Automotive Products"|""|""|"Jul 12, 2007"
"BBBL"|"ABS"|"False"|"BDDK"|"ABS Friction Inc"|"BDDK"|"ABS Friction Inc"|""|""|"Jul 12, 2007"
"BBBM"|"Absco"|"False"|"BDDL"|"Absco Ltee Ltd"|"BDDL"|"Absco Ltee Ltd"|""|""|"Jul 12, 2007"
"BBBN"|"Delco-Remy"|"False"|"FSBT"|"GM Customer Care and Aftersales"|"BDDM"|"GM Customer Care and Aftersales"|""|""|"Jan 31, 2020"
"BBBQ"|"Acar"|"False"|"BDDN"|"Acar Industries LLC"|"BDDN"|"Acar Industries LLC"|""|""|"Jul 12, 2007"
"BBBR"|"Acco"|"False"|"BDDQ"|"Acco Industries"|"BDDQ"|"Acco Industries"|""|""|"Jul 12, 2007"
"BBBS"|"Accu"|"False"|"BDDR"|"Accu Industries Inc"|"BDDR"|"Accu Industries Inc"|""|""|"Jul 12, 2007"
"BBBT"|"ACF"|"False"|"BDDT"|"ACF Heat Transfer Components"|"BDDT"|"ACF Heat Transfer Components"|""|""|"Jul 12, 2007"
"BBBV"|"ACL"|"False"|"BDDW"|"ACL Automotive America Inc"|"BDDW"|"ACL Automotive America Inc"|""|""|"Jul 12, 2007"
"BBBW"|"Acme"|"False"|"BDDX"|"Acme Products Company"|"BDDX"|"Acme Products Company"|""|""|"Jul 12, 2007"
"BBBX"|"Actron"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|""|""|"Oct 28, 2019"
"BBBZ"|"Addco"|"False"|"BDFB"|"ADDCO"|"BDFB"|"ADDCO"|""|""|"Jul 12, 2007"
"BBCC"|"Aeroquip"|"False"|"CWMG"|"Eaton Corporation"|"CQXS"|"Eaton Corporation"|""|""|"Jul 02, 2018"
"BBCD"|"Afla"|"False"|"BDFG"|"Afla Products Inc"|"BDFG"|"Afla Products Inc"|""|""|"Jul 12, 2007"
"BBCF"|"Aimco"|"False"|"BDBM"|"Brake Parts Inc LLC"|"FNCD"|"Brake Parts Inc LLC"|""|""|"Nov 20, 2008"
"BBCG"|"Air Lift"|"False"|"BDFJ"|"Air Lift Company"|"BDFJ"|"Air Lift Company"|""|""|"Jul 12, 2007"
"BBCH"|"Air Pro/Maritta"|"False"|"BDFL"|"Air Pro/Maritta Radiator"|"BDFL"|"Air Pro/Maritta Radiator"|""|""|"Jul 12, 2007"
"BBCL"|"Akmi"|"False"|"BDFM"|"Akmi Corporation"|"BDFM"|"Akmi Corporation"|""|""|"Jul 12, 2007"
"BBCM"|"Alba"|"False"|"BDFN"|"Alba Performance Wheels"|"BDFN"|"Alba Performance Wheels"|""|""|"Jul 12, 2007"
"BBCN"|"Alcoa"|"False"|"DPRQ"|"Alcoa Corporation"|"DNMN"|"Alcoa Corporation"|""|""|"Jan 31, 2019"
"BBCP"|"Alemite"|"False"|"BDFQ"|"Alemite Corporation"|"BDFQ"|"Alemite Corporation"|""|""|"Jul 12, 2007"
"BBCR"|"Lance Electrical"|"False"|"BDFR"|"All Pro"|"BDFR"|"All Pro"|""|""|"Jul 12, 2007"
"BBCS"|"All Star"|"False"|"BDFS"|"All Star Automotive Products"|"BDFS"|"All Star Automotive Products"|""|""|"Jul 12, 2007"
"BBCT"|"Allied Eastern Corporation (AEC)"|"False"|"BDFT"|"Allied Eastern Corporation-AEC"|"BDFT"|"Allied Eastern Corporation-AEC"|""|""|"Jul 12, 2007"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"HFTF"|"EZ-Fit"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"GSTF"|"Flexx-Fit"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"FVPN"|"Kledge-Lok"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"FNSF"|"Splice-Lok"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"FDCW"|"Accufit"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"FBHT"|"XForce"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"FBHS"|"NiCopp"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"DXWM"|"Poly-Armour"|"Mar 30, 2020"
"BBCW"|"AGS"|"False"|"BDGB"|"AGS Company"|"BDGB"|"AGS Company"|"HZVD"|"Rust Solutions"|"Mar 30, 2020"
"BBCX"|"American Designers"|"False"|"BDGF"|"American Designers Inc"|"BDGF"|"American Designers Inc"|""|""|"Jul 12, 2007"
"BBCZ"|"American Driveline"|"False"|"BGNH"|"American Remanufacturers Inc-ARI"|"BFQF"|"American Remanufacturers Inc-ARI"|""|""|"Mar 19, 2019"
"BBDB"|"American Eagle"|"False"|"BDGG"|"American Eagle Wheel"|"BDGG"|"American Eagle Wheel"|""|""|"Jul 12, 2007"
"BBDC"|"American Racing"|"False"|"BDGK"|"American Racing Equipment"|"BDGK"|"American Racing Equipment"|""|""|"Dec 31, 1997"
"BBDD"|"American Rubber"|"False"|"BDGL"|"American Rubber Product"|"BDGL"|"American Rubber Product"|""|""|"Jul 12, 2007"
"BBDF"|"Irwin/Hanson"|"False"|"BDGN"|"American Tool Company"|"BDGN"|"American Tool Company"|""|""|"Jul 12, 2007"
"BBDG"|"Ampere"|"False"|"BDGP"|"Ampere Automotive Company"|"BDGP"|"Ampere Automotive Company"|""|""|"Jul 12, 2007"
"BBDH"|"AMS Automotive"|"False"|"BDGQ"|"AMS Automotive"|"BDGQ"|"AMS Automotive"|""|""|"Jul 12, 2007"
"BBDJ"|"Anchor"|"False"|"CDQF"|"Anchor Industries"|"CDQD"|"Anchor Industries"|""|""|"Feb 27, 2019"
"BBDK"|"Ansa"|"False"|"BDGS"|"AP Exhaust Technologies"|"BDGS"|"AP Exhaust Technologies"|""|""|"Jul 12, 2007"
"BBDL"|"AP Exhaust"|"False"|"BDGS"|"AP Exhaust Technologies"|"BDGS"|"AP Exhaust Technologies"|""|""|"Jul 12, 2007"
"BBDM"|"APA - Archived"|"False"|"HYYX"|"Archived Brands"|"HYYW"|"Archived Brands"|""|""|"Jun 12, 2020"
"BBDN"|"API"|"False"|"BDGV"|"Automotive Products Inc - API"|"BDGV"|"Automotive Products Inc - API"|""|""|"Jul 12, 2007"
"BBDP"|"Aragon"|"False"|"BDGW"|"Aragon Engineering Inc"|"BDGW"|"Aragon Engineering Inc"|""|""|"Jul 12, 2007"
"BBDQ"|"ARC"|"False"|"BDGX"|"ARC Remanufacturing Inc"|"BDGX"|"ARC Remanufacturing Inc"|""|""|"Jul 12, 2007"
"BBDR"|"ARIES"|"False"|"HCXG"|"CURT Group"|"HCWZ"|"CURT Group"|""|""|"Feb 15, 2019"
"BBDS"|"DNS"|"False"|"BDHB"|"Armatures DNS 2000 Inc"|"BDHB"|"Armatures DNS 2000 Inc"|""|""|"Jul 12, 2007"
"BBDT"|"Armstrong"|"False"|"GNGD"|"Apex Tool Group LLC"|"GNGC"|"Apex Tool Group LLC"|""|""|"May 31, 2016"
"BBDV"|"ARS"|"False"|"BDHK"|"ARS Inc"|"BDHK"|"ARS Inc"|""|""|"Jul 12, 2007"
"BBDW"|"ASC"|"False"|"HWGX"|"TRICO-Group"|"HWGW"|"TRICO-Group"|""|""|"Aug 20, 2019"
"BBDX"|"Astro"|"False"|"BDHQ"|"Astro Rebuilding Corporation"|"BDHQ"|"Astro Rebuilding Corporation"|""|""|"Jul 12, 2007"
"BBDZ"|"ATK"|"False"|"BDHR"|"LKQ Corporation"|"DMQS"|"LKQ Corporation"|"DXWN"|"Spartan Engines"|"Jul 12, 2007"
"BBDZ"|"ATK"|"False"|"BDHR"|"LKQ Corporation"|"DMQS"|"LKQ Corporation"|"FVJM"|"Professional Powertrain"|"Jul 12, 2007"
"BBFB"|"ATP"|"False"|"GCQQ"|"LODI Group"|"GCQP"|"LODI Group"|""|""|"Jul 02, 2019"
"BBFC"|"Atsco"|"False"|"BGRT"|"BBB Industries"|"BGRT"|"BBB Industries"|""|""|"Jan 28, 2019"
"BBFD"|"Auto Saver"|"False"|"BDJB"|"Auto Saver Products"|"BDJB"|"Auto Saver Products"|""|""|"Feb 06, 2013"
"BBFF"|"Auto Ventshade (AVS)"|"False"|"BDWN"|"Truck Hero Inc"|"FGTR"|"Truck Hero Inc"|""|""|"Feb 25, 2020"
"BBFG"|"Autoline"|"False"|"BDJH"|"Autoline Industries Inc"|"BDJH"|"Autoline Industries Inc"|""|""|"Jul 12, 2007"
"BBFH"|"AutoLine Products"|"False"|"BDJJ"|"Autoline Products Ltd"|"BDJJ"|"Autoline Products Ltd"|""|""|"Jul 12, 2007"
"BBFJ"|"Calistar"|"False"|"BDJJ"|"Autoline Products Ltd"|"BDJJ"|"Autoline Products Ltd"|""|""|"Jul 12, 2007"
"BBFK"|"Automan"|"False"|"BDJK"|"Automan Inc"|"BDJK"|"Automan Inc"|""|""|"Jul 12, 2007"
"BBFL"|"Automotive Accessory"|"False"|"BDJM"|"Automotive Accessory Company"|"BDJM"|"Automotive Accessory Company"|""|""|"Jul 12, 2007"
"BBFM"|"Automotive Air International"|"False"|"BDJN"|"Automotive Air International Inc"|"BDJN"|"Automotive Air International Inc"|""|""|"Jul 12, 2007"
"BBFN"|"Automotive Exchange Services"|"False"|"BDJQ"|"Automotive Exchange Services Inc"|"BDJQ"|"Automotive Exchange Services Inc"|""|""|"Jul 12, 2007"
"BBFP"|"Automotive Resource"|"False"|"BDJS"|"Automotive Resource Corporation"|"BDJS"|"Automotive Resource Corporation"|""|""|"Jul 12, 2007"
"BBFQ"|"Automotive Supply"|"False"|"BDJT"|"Automotive Supply Company"|"BDJT"|"Automotive Supply Company"|""|""|"Jul 12, 2007"
"BBFR"|"Automotive Undercar"|"False"|"BDJV"|"Automotive Undercar Products"|"BDJV"|"Automotive Undercar Products"|""|""|"Jul 12, 2007"
"BBFS"|"B&B Fabrication"|"False"|"BDKF"|"B&B Fabrication Inc"|"BDKF"|"B&B Fabrication Inc"|""|""|"Jul 12, 2007"
"BBFT"|"B&M"|"False"|"BFFH"|"Holley Performance Products"|"BLVW"|"Holley Performance Products"|""|""|"Aug 06, 2019"
"BBFV"|"BWP"|"False"|"BDKH"|"BWP Inc"|"BDKH"|"BWP Inc"|""|""|"Jul 12, 2007"
"BBFW"|"Balcrank"|"False"|"BDKJ"|"Balcrank Corporation Inc"|"BDKJ"|"Balcrank Corporation Inc"|""|""|"Jul 02, 2018"
"BBFX"|"Balkamp"|"False"|"BDKL"|"Balkamp Inc"|"BDKL"|"Balkamp Inc"|""|""|"Jul 12, 2007"
"BBFZ"|"BRK"|"False"|"BDKQ"|"BDT Canada"|"BDKQ"|"BDT Canada"|""|""|"Jul 12, 2007"
"BBGB"|"Beck/Arnley"|"False"|"BCVL"|"Beck/Arnley Worldparts"|"BCVL"|"Beck/Arnley Worldparts"|""|""|"Jul 12, 2007"
"BBGC"|"Bell Tech"|"False"|"CXKJ"|"KW Automotive North America Inc"|"CRVS"|"KW Automotive North America Inc"|""|""|"Jul 12, 2007"
"BBGF"|"Berryman"|"False"|"BDKT"|"Berryman Products"|"BDKT"|"Berryman Products"|"HZVJ"|"Professional"|"Jul 12, 2007"
"BBGG"|"Best Value"|"False"|"BDKV"|"Best Value Gaskets"|"BDKV"|"Best Value Gaskets"|""|""|"Jul 12, 2007"
"BBGJ"|"Better Brake Parts"|"False"|"BDKX"|"Better Brake Parts Inc"|"BDKX"|"Better Brake Parts Inc"|""|""|"Jul 12, 2007"
"BBGK"|"Big Boy"|"False"|"BDLC"|"Big Boy Products"|"BDLC"|"Big Boy Products"|""|""|"Jul 12, 2007"
"BBGL"|"Bilstein"|"False"|"DCXG"|"ThyssenKrupp Automotive Group"|"CVLH"|"ThyssenKrupp Automotive Group"|""|""|"Jul 12, 2007"
"BBGM"|"Porto-Power"|"False"|"CXND"|"Lincoln Industrial Corp"|"CSBN"|"Lincoln Industrial Corp"|""|""|"Feb 28, 2019"
"BBGN"|"Blackhawk"|"False"|"FDVB"|"Stanley Black & Decker Inc"|"BGDL"|"Stanley Black & Decker Inc"|""|""|"Mar 04, 2019"
"BBGP"|"Baja Tough"|"False"|"HFFL"|"Tiger Accessory Group"|"HFFK"|"Tiger Accessory Group"|""|""|"Oct 30, 2019"
"BBGQ"|"Pathfinder"|"False"|"HFFL"|"Tiger Accessory Group"|"HFFK"|"Tiger Accessory Group"|""|""|"Oct 30, 2019"
"BBGR"|"BLD"|"False"|"BDLM"|"BLD Products Ltd"|"BDLM"|"BLD Products Ltd"|""|""|"Jul 12, 2007"
"BBGS"|"Champ"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBGT"|"True-Tech"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBGV"|"Hygrade Tuneup"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBGW"|"Bluestar Battery"|"False"|"BDLP"|"Bluestar Battery"|"BDLP"|"Bluestar Battery"|""|""|"Jul 12, 2007"
"BBGX"|"Bonar"|"False"|"BDLQ"|"Bonar Packaging"|"BDLQ"|"Bonar Packaging"|""|""|"Jul 12, 2007"
"BBGZ"|"Bonded Motors"|"False"|"BDLR"|"Bonded Motors Inc"|"BDLR"|"Bonded Motors Inc"|""|""|"Jul 12, 2007"
"BBHB"|"Brute"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBHC"|"Niehoff"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBHD"|"Pace Setter"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBHF"|"Whittaker"|"False"|"BGDK"|"Standard Motor Products Inc"|"BGDK"|"Standard Motor Products Inc"|""|""|"Jan 02, 2019"
"BBHG"|"Whitco"|"False"|"HRQG"|"MasterTop Inc"|"HRQC"|"MasterTop Inc"|""|""|"Jan 30, 2019"
"BBHH"|"BRExhaust"|"False"|"FBGX"|"Car Sound Exhaust System Inc"|"GJKV"|"Car Sound Exhaust System Inc"|""|""|"Aug 11, 2020"
"BBHJ"|"Brospeed - Archived"|"False"|"HYYX"|"Archived Brands"|"HYYW"|"Archived Brands"|""|""|"Apr 24, 2020"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCK"|"QuietCast"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCP"|"Long Life"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCQ"|"Distance Plus"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCR"|"Excel+"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCS"|"DirectConnect"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCT"|"ICON"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HRXP"|"Spectrum DirectFit"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HRXQ"|"PUREVision"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HCHJ"|"Envision"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HCHK"|"Snow Driver"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HMQW"|"Severe Duty"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HRXM"|"Focus"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"HRXN"|"Winter"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDF"|"Rear"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDG"|"Marathon"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDH"|"Perfect View"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDJ"|"Steel Tech"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GRCG"|"Blue"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GRCH"|"EuroLine"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCV"|"Evolution"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCW"|"Clear Advantage"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNCX"|"InSight"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDB"|"MicroEdge"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDC"|"AeroTwin"|"Jul 12, 2007"
"BBHK"|"Bosch"|"False"|"BCVR"|"Robert Bosch LLC"|"BDLV"|"Robert Bosch LLC"|"GNDD"|"Twin"|"Jul 12, 2007"
"BBHL"|"Boyds"|"False"|"BDLW"|"American Republic Wheels"|"BDLW"|"American Republic Wheels"|""|""|"Aug 01, 2018"
"BBHM"|"Breeze"|"False"|"BDLZ"|"Breeze Corporation Inc"|"BDLZ"|"Breeze Corporation Inc"|""|""|"Jul 12, 2007"
"BBHN"|"Brembo"|"False"|"BDMB"|"Brembo SpA"|"BDMB"|"Brembo SpA"|""|""|"Aug 01, 2018"
"BBHP"|"Brian Walter"|"False"|"BDMC"|"Brian Walter Inc"|"BDMC"|"Brian Walter Inc"|""|""|"Jul 12, 2007"
"BBHQ"|"Bridge"|"False"|"BCVS"|"Docap"|"BDMD"|"Docap"|""|""|"Jul 12, 2007"
"BBHR"|"Bryco"|"False"|"BCVT"|"Bryco By Carfel"|"BDMK"|"Bryco By Carfel"|""|""|"Jul 12, 2007"
"BBHS"|"Spray 9"|"False"|"BDMP"|"Burgess Chemical"|"BDMP"|"Burgess Chemical"|""|""|"Jul 12, 2007"
"BBHT"|"Buyers"|"False"|"BDMR"|"Buyers Products"|"BDMR"|"Buyers Products"|""|""|"Jul 12, 2007"
"BBHV"|"CTA"|"False"|"BDMV"|"CTA Manufacturing Corporation"|"BDMV"|"CTA Manufacturing Corporation"|""|""|"Jul 12, 2007"
"BBHW"|"CV Plus"|"False"|"HLWL"|"Heri Automotive Inc"|"HLWK"|"Heri Automotive Inc"|""|""|"Aug 14, 2018"
"BBHX"|"Prestone Belts and Hose"|"False"|"BDMX"|"Cadna Rubber Company"|"HSZX"|"Cadna Rubber Company"|""|""|"Jul 12, 2007"
"BBHZ"|"CAE"|"False"|"BDMZ"|"CAE Remanufacturing"|"BDMZ"|"CAE Remanufacturing"|""|""|"Jul 12, 2007"
"BBJB"|"Calterm"|"False"|"BDNH"|"Calterm Inc"|"BDNH"|"Calterm Inc"|""|""|"Jul 12, 2007"
"BBJC"|"Cama"|"False"|"BDNK"|"Cama Automotive Products (CAP)"|"BDNK"|"Cama Automotive Products (CAP)"|""|""|"Jul 12, 2007"
"BBJD"|"Cambro"|"False"|"BDNL"|"Cambro Products Inc"|"BDNL"|"Cambro Products Inc"|""|""|"Jul 12, 2007"
"BBJF"|"Camco"|"False"|"BDNM"|"Camco Manufacturing Inc"|"BDNM"|"Camco Manufacturing Inc"|""|""|"Jul 12, 2007"
"BBJG"|"Camel"|"False"|"DXMG"|"Plews Edelmann"|"FGVN"|"Plews Edelmann"|""|""|"Aug 15, 2011"
"BBJH"|"Campbell"|"False"|"GNGD"|"Apex Tool Group LLC"|"GNGC"|"Apex Tool Group LLC"|""|""|"May 31, 2016"
"BBJJ"|"Canadian Tire"|"False"|"BDNS"|"Canadian Tire Corporation Limited"|"HKHD"|"Canadian Tire Corporation Limited"|""|""|"Jan 22, 2018"
"BBJK"|"Canadian Trade"|"False"|"BDNT"|"Canadian Trade Corporation"|"BDNT"|"Canadian Trade Corporation"|""|""|"Jul 12, 2007"
"BBJL"|"Canfield"|"False"|"BDNW"|"Canfield Auto Electric"|"BDNW"|"Canfield Auto Electric"|""|""|"Jul 12, 2007"
"BBJN"|"Car Care"|"False"|"BDPB"|"Car Care Parts Corporation"|"BDPB"|"Car Care Parts Corporation"|""|""|"Jul 12, 2007"
"BBJP"|"Carlisle"|"False"|"BDPF"|"Carlisle Tires"|"BDPF"|"Carlisle Tires"|""|""|"Jul 12, 2007"
"BBJQ"|"Carol"|"False"|"BDPG"|"Carol Ignition Wires"|"BDPG"|"Carol Ignition Wires"|""|""|"Jul 12, 2007"
"BBJR"|"ALC Sandy Jet"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Feb 13, 2019"
"BBJS"|"Bel-Aire"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Feb 13, 2019"
"BBJT"|"CARQUEST Premium"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Feb 13, 2019"
"BBJV"|"CARQUEST Gold"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Feb 13, 2019"
"BBJW"|"CARQUEST Standard"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Feb 13, 2019"
"BBJX"|"Catco"|"False"|"BDPK"|"AirTek Inc"|"BDPK"|"AirTek Inc"|""|""|"Aug 17, 2018"
"BBJZ"|"Center Line"|"False"|"BDPM"|"Center Line Wheel Corp"|"BDPM"|"Center Line Wheel Corp"|""|""|"Aug 17, 2018"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNL"|"Champion Iridium"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNM"|"Copper Plus"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNN"|"Platinum Power"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNP"|"Double Platinum Power"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNQ"|"Copper Plus Small Engine"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNR"|"Premium Small Engine"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNS"|"PowerSport"|"Jul 13, 2017"
"BBKH"|"Champion Spark Plug"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|"DWNT"|"Champion Industrial"|"Jul 13, 2017"
"BBKJ"|"Powerpath"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|""|""|"Jul 12, 2007"
"BBKK"|"ChannelLock"|"False"|"BDPR"|"Channellock Inc"|"BDPR"|"Channellock Inc"|""|""|"Aug 17, 2018"
"BBKL"|"Charlie Brown"|"False"|"BDPT"|"Charlie Brown Catalytic Converters"|"BDPT"|"Charlie Brown Catalytic Converters"|""|""|"Jul 12, 2007"
"BBKM"|"Charter"|"False"|"BDPV"|"Charter V-Belts"|"BDPV"|"Charter V-Belts"|""|""|"Jul 12, 2007"
"BBKN"|"Chem Free"|"False"|"BDPW"|"Chem Free Corporation"|"BDPW"|"Chem Free Corporation"|""|""|"Jul 12, 2007"
"BBKP"|"Chilton"|"False"|"BDQB"|"Cengage Learning"|"BDQB"|"Cengage Learning"|""|""|"Aug 21, 2018"
"BBKQ"|"Christie"|"False"|"BDQC"|"Christie Automotive Products"|"BDQC"|"Christie Automotive Products"|""|""|"Apr 11, 2013"
"BBKR"|"Mopar"|"False"|"HPZY"|"Fiat Chrysler Automobiles NV"|"HPZN"|"Fiat Chrysler Automobiles NV"|"FKQS"|"Magneti Marelli offered by Mopar"|"Dec 19, 2018"
"BBKS"|"Clevite77"|"False"|"CXQQ"|"MAHLE"|"BHGJ"|"MAHLE"|""|""|"Dec 17, 2018"
"BBKT"|"McCord"|"False"|"BGMV"|"DRiV Incorporated"|"BGLB"|"DRiV Incorporated"|""|""|"Jul 12, 2007"
