"BrandID"|"BrandName"|"BrandOEMFlag"|"BrandOwnerID"|"BrandOwner"|"ParentID"|"ParentCompany"|"SubBrandID"|"SubBrand"|"Revision Date"
"FMXP"|"Jonnesway"|"False"|"FMXN"|"Jonnesway"|"FMXM"|"Jonnesway"|""|""|"Jan 08, 2013"
"FMXR"|"PERDE"|"False"|"FCRR"|"Performance Depot Inc"|"FCRQ"|"Performance Depot Inc"|""|""|"Jan 09, 2013"
"FMXV"|"Maxfloormat"|"False"|"FMXT"|"Maxliner"|"FMXS"|"Maxliner"|""|""|"Jan 09, 2013"
"FNBB"|"TGO4USA"|"False"|"FMXX"|"TGO4USA"|"FMXW"|"TGO4USA"|""|""|"Jan 09, 2013"
"FNBF"|"Truck Covers USA"|"False"|"FNBD"|"Truck Covers USA"|"FNBC"|"Truck Covers USA"|""|""|"Jan 10, 2013"
"FNBJ"|"PPE Engineering"|"False"|"FNBH"|"PPE Engineering LLC"|"FNBG"|"PPE Engineering LLC"|""|""|"Jan 11, 2013"
"FNBK"|"Cure It"|"False"|"DCGQ"|"SAS Group"|"CTRW"|"SAS Group"|""|""|"Jan 11, 2013"
"FNBN"|"Wagan"|"False"|"FNBM"|"Wagan"|"FNBL"|"Wagan"|""|""|"Jan 14, 2013"
"FNBQ"|"TPO Parts"|"False"|"FNBP"|"TPO Parts"|"FMLS"|"TPO Parts"|""|""|"Jan 15, 2013"
"FNBR"|"Range"|"False"|"BFFH"|"Holley Performance Products"|"BLVW"|"Holley Performance Products"|""|""|"May 06, 2020"
"FNCB"|"Undercover Paint - Archived"|"False"|"HYYX"|"Archived Brands"|"HYYW"|"Archived Brands"|""|""|"Jul 10, 2020"
"FNCF"|"American Shifter Company"|"False"|"BQHR"|"Hoffman Group"|"BQHQ"|"Hoffman Group"|""|""|"Jan 22, 2013"
"FNCG"|"Vintage Parts"|"False"|"BQHR"|"Hoffman Group"|"BQHQ"|"Hoffman Group"|""|""|"Jan 22, 2013"
"FNCH"|"Trigger Horns"|"False"|"BQHR"|"Hoffman Group"|"BQHQ"|"Hoffman Group"|""|""|"Jan 22, 2013"
"FNCJ"|"Aurora Instuments"|"False"|"BQHR"|"Hoffman Group"|"BQHQ"|"Hoffman Group"|""|""|"Jan 22, 2013"
"FNCK"|"Stellar"|"False"|"BQHR"|"Hoffman Group"|"BQHQ"|"Hoffman Group"|""|""|"Jan 22, 2013"
"FNCN"|"Huntington Wheels"|"False"|"FNCM"|"Huntington Wheels"|"FNCL"|"Huntington Wheels"|""|""|"Jan 23, 2013"
"FNCR"|"APDTY"|"False"|"FNCQ"|"APDTY"|"FNCP"|"APDTY"|""|""|"Jan 24, 2013"
"FNCS"|"Maxtray"|"False"|"FMXT"|"Maxliner"|"FMXS"|"Maxliner"|""|""|"Jan 25, 2013"
"FNCT"|"OTHERMOTIVE"|"False"|"DDNN"|"Walker Products"|"CWBP"|"Walker Products"|""|""|"Dec 13, 2019"
"FNCV"|"ThunderCore"|"False"|"DDNN"|"Walker Products"|"CWBP"|"Walker Products"|""|""|"Dec 13, 2019"
"FNCW"|"ThunderCore-Ultra"|"False"|"DDNN"|"Walker Products"|"CWBP"|"Walker Products"|""|""|"Dec 13, 2019"
"FNDC"|"Extreme Service"|"False"|"FNDB"|"Fras-le North America Inc"|"FNCX"|"Fras-le North America Inc"|""|""|"Jan 29, 2013"
"FNDD"|"Magnum Pro"|"False"|"FNDB"|"Fras-le North America Inc"|"FNCX"|"Fras-le North America Inc"|""|""|"Jan 29, 2013"
"FNDK"|"Lock'er Down"|"False"|"FNDJ"|"Lock'er Down"|"FNDH"|"Lock'er Down"|""|""|"Jan 31, 2013"
"FNDN"|"Oro Technology"|"False"|"FNDM"|"Oro Technology"|"FNDL"|"Oro Technology"|""|""|"Feb 04, 2013"
"FNDV"|"Autotrader.com"|"False"|"FNDT"|"Magnatize Inc"|"FNDS"|"Magnatize Inc"|""|""|"Feb 06, 2013"
"FNDW"|"Misty"|"False"|"DPSK"|"Amrep Inc"|"DNNH"|"Amrep Inc"|""|""|"Feb 06, 2013"
"FNFC"|"Concept ONE Pulley Systems"|"False"|"FNFB"|"Redd Manufacturing"|"FNDX"|"Redd Manufacturing"|""|""|"Feb 07, 2013"
"FNFJ"|"Lamborghini"|"True"|"CPCC"|"Volkswagen Group"|"CPCB"|"Volkswagen Group"|""|""|"Dec 13, 2018"
"FNFM"|"SPAX"|"False"|"FNFL"|"SPAX"|"FNFK"|"SPAX"|""|""|"Feb 11, 2013"
"FNFQ"|"AMS Plug N' Drive"|"False"|"FNFP"|"AutoModule Source"|"FNFN"|"AutoModule Source"|""|""|"Feb 11, 2013"
"FNFR"|"AMS Plug N' Go"|"False"|"FNFP"|"AutoModule Source"|"FNFN"|"AutoModule Source"|""|""|"Feb 11, 2013"
"FNFS"|"AMS Plug N' Play"|"False"|"FNFP"|"AutoModule Source"|"FNFN"|"AutoModule Source"|""|""|"Feb 11, 2013"
"FNFW"|"Roadtamer"|"False"|"FNFV"|"Langlang International LLC"|"FNFT"|"Langlang International LLC"|""|""|"Feb 12, 2013"
"FNGB"|"TonnoMax"|"False"|"FJXM"|"Auto Parts Specialist Inc"|"FJXL"|"Auto Parts Specialist Inc"|""|""|"Jan 25, 2019"
"FNGC"|"Total Quartz"|"False"|"FKCF"|"Total SA"|"FKCD"|"Total SA"|""|""|"Feb 13, 2013"
"FNGD"|"Total Classic"|"False"|"FKCF"|"Total SA"|"FKCD"|"Total SA"|""|""|"Feb 13, 2013"
"FNGK"|"Ionic Automotive"|"False"|"FNJN"|"Ionic Automotive"|"FNJM"|"Ionic Automotive"|""|""|"Feb 20, 2013"
"FNGL"|"Gator"|"False"|"BDWN"|"Truck Hero Inc"|"FGTR"|"Truck Hero Inc"|""|""|"Jul 10, 2020"
"FNGM"|"B/G Rod Works"|"False"|"GMWK"|"VOXX International Corporation"|"GMWJ"|"VOXX International Corporation"|""|""|"Aug 14, 2020"
"FNGR"|"Uni-Bond Lighting"|"False"|"FNGQ"|"Uni-Bond Lighting"|"FNGP"|"Uni-Bond Lighting"|""|""|"Feb 14, 2013"
"FNGT"|"Chrome Battery"|"False"|"FNGS"|"Chrome Battery"|"FNGN"|"Chrome Battery"|""|""|"Feb 15, 2013"
"FNGV"|"Zipp Battery"|"False"|"FNGS"|"Chrome Battery"|"FNGN"|"Chrome Battery"|""|""|"Feb 15, 2013"
"FNGW"|"Pirate Battery"|"False"|"FNGS"|"Chrome Battery"|"FNGN"|"Chrome Battery"|""|""|"Feb 15, 2013"
"FNHF"|"Angstrom Autohaus"|"False"|"FNHD"|"Angstrom Autohaus"|"FNGX"|"Angstrom Autohaus"|""|""|"Feb 18, 2013"
"FNHM"|"Hold-Zit"|"False"|"BFWT"|"BBI"|"BFWT"|"BBI"|""|""|"Feb 19, 2013"
"FNHQ"|"Motor Medic"|"False"|"GGLT"|"Niteo Products LLC"|"GGLS"|"Niteo Products LLC"|""|""|"Jul 25, 2018"
"FNHR"|"TITESEAL"|"False"|"BFWT"|"BBI"|"BFWT"|"BBI"|""|""|"Feb 21, 2019"
"FNHT"|"Distinctive Industries"|"False"|"FNHS"|"Distinctive Industries"|"FNHB"|"Distinctive Industries"|""|""|"Oct 10, 2018"
"FNHX"|"Roadwire"|"False"|"FNHW"|"Roadwire"|"FNHV"|"Roadwire"|""|""|"Feb 19, 2013"
"FNJF"|"Kawasaki"|"True"|"FNJD"|"Kawasaki Heavy Industries"|"FNJC"|"Kawasaki Heavy Industries"|""|""|"Dec 06, 2017"
"FNJG"|"Lotus"|"True"|"DWLR"|"Group Lotus plc"|"DWLQ"|"Group Lotus plc"|""|""|"Sep 03, 2019"
"FNJL"|"CHROMEBRAKES"|"False"|"FNJK"|"OSSI AUTO PARTS"|"FNJJ"|"OSSI AUTO PARTS"|""|""|"Feb 19, 2013"
"FNJR"|"Wabash National"|"False"|"FNJQ"|"Wabash National Corporation"|"FNJP"|"Wabash National Corporation"|""|""|"Feb 21, 2013"
"FNJS"|"Windex"|"False"|"DDRN"|"Horizon Brands LLC"|"CWFP"|"Horizon Brands LLC"|""|""|"Feb 21, 2013"
"FNJW"|"Professional Parts SWEDEN"|"False"|"FNJV"|"Professional Parts SWEDEN"|"FNJT"|"Professional Parts SWEDEN"|""|""|"Feb 21, 2013"
"FNJX"|"ComMax"|"False"|"FMVX"|"ComMax"|"FMVV"|"ComMax"|""|""|"Feb 21, 2013"
"FNKD"|"VIEW MAX WIPER BLADES"|"False"|"FNKC"|"CAP AMERICA"|"FNKB"|"CAP AMERICA"|""|""|"Feb 21, 2013"
"FNKG"|"Stripe"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKH"|"MRO"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKJ"|"Spruce"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKK"|"Great American Colors"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKL"|"Good Grip"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKM"|"Tool Crib Chemicals"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKN"|"Fresh-N-Quick"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKP"|"Chrome Brite"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKQ"|"Black Wrinkle"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKR"|"Cast Iron Gray"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKS"|"Quiet Seal"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKT"|"Cast Blast"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKV"|"Alumi Blast"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKW"|"Shiny Galv"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNKX"|"OE Shiny Galv"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLB"|"Spra Galv"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLC"|"Alumi-Match"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLD"|"Spray-Glo"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLF"|"Hot Spot"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLG"|"Seal It"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLH"|"Roof Accessory Paint"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 22, 2013"
"FNLL"|"TJM Products"|"False"|"FNLK"|"TJM Products"|"FNLJ"|"TJM Products"|""|""|"Feb 25, 2013"
"FNLN"|"CASTROL SFX - Archived"|"False"|"HYYX"|"Archived Brands"|"HYYW"|"Archived Brands"|""|""|"Apr 02, 2020"
"FNLQ"|"Rockland World Parts"|"False"|"FNLP"|"Rockland World Parts"|"FNLM"|"Rockland World Parts"|""|""|"Feb 25, 2013"
"FNLT"|"WEBER"|"False"|"FNLS"|"Interco Products"|"FNLR"|"Interco Products"|""|""|"Feb 25, 2013"
"FNLW"|"Plus Start"|"False"|"DCHX"|"Sears Brand LLC"|"CTTG"|"Sears Brand LLC"|""|""|"Dec 17, 2018"
"FNLX"|"RoadHandler"|"False"|"DCHX"|"Sears Brand LLC"|"CTTG"|"Sears Brand LLC"|""|""|"Dec 17, 2018"
"FNMB"|"Guardsman Tires"|"False"|"DCHX"|"Sears Brand LLC"|"CTTG"|"Sears Brand LLC"|""|""|"Feb 25, 2020"
"FNMC"|"Superguard"|"False"|"DCHX"|"Sears Brand LLC"|"CTTG"|"Sears Brand LLC"|""|""|"Dec 17, 2018"
"FNMD"|"Farm & Industry Enamels"|"False"|"FNKF"|"Seymour of Sycamore Inc"|"FNJH"|"Seymour of Sycamore Inc"|""|""|"Feb 28, 2013"
"FNMH"|"Top Gun Customz"|"False"|"FNMG"|"Top Gun Customz"|"FNMF"|"Top Gun Customz"|""|""|"Mar 01, 2013"
"FNML"|"TouchUpDirect"|"False"|"FNMK"|"TouchUpDirect LLC"|"FNMJ"|"TouchUpDirect LLC"|""|""|"Mar 04, 2013"
"FNMM"|"ToughOne-Thermostats"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Mar 07, 2013"
"FNMN"|"World Brake Resources (WBR)"|"False"|"CMSP"|"WORLDPAC Inc"|"CMSP"|"WORLDPAC Inc"|""|""|"Apr 17, 2017"
"FNMR"|"BH SENS"|"False"|"FNMQ"|"Huf Baolong Electronics North America"|"FNMP"|"Huf Baolong Electronics North America"|"HXJS"|"IntelliSens"|"Oct 28, 2019"
"FNMV"|"Odometer Gears Ltd"|"False"|"FNMT"|"Odometer Gears Ltd"|"FNMS"|"Odometer Gears Ltd"|""|""|"Mar 12, 2013"
"FNNB"|"Saleri"|"False"|"FNMX"|"Saleri"|"FNMW"|"Saleri"|""|""|"Mar 12, 2013"
"FNNF"|"Sangsin"|"False"|"FNND"|"Sangsin"|"FNNC"|"Sangsin"|""|""|"Mar 12, 2013"
"FNNJ"|"Sebro"|"False"|"FNNH"|"Sebro"|"FNNG"|"Sebro"|""|""|"Mar 12, 2013"
"FNNM"|"Top Stop (TPS)"|"False"|"CMSP"|"WORLDPAC Inc"|"CMSP"|"WORLDPAC Inc"|""|""|"Apr 17, 2017"
"FNNS"|"Metrix (MTX)"|"False"|"CMSP"|"WORLDPAC Inc"|"CMSP"|"WORLDPAC Inc"|""|""|"Apr 17, 2017"
"FNNT"|"TeraFlex"|"False"|"DVTN"|"Teraflex Inc"|"DVTM"|"Teraflex Inc"|""|""|"Mar 12, 2013"
"FNNX"|"APC Inc"|"False"|"FNNW"|"AutoParts Components Inc"|"FNNV"|"AutoParts Components Inc"|""|""|"Mar 14, 2013"
"FNPD"|"BesserBrake Pads"|"False"|"FNPC"|"Besser Brake Pads"|"FNPB"|"Besser Brake Pads"|""|""|"Mar 15, 2013"
"FNPH"|"Torc1 Racing"|"False"|"FNPG"|"Torc1 Racing"|"FNPF"|"Torc1 Racing"|""|""|"Mar 18, 2013"
"FNPP"|"Maxliner"|"False"|"FNPN"|"Kramer America"|"FNPM"|"Kramer America"|""|""|"Mar 19, 2013"
"FNPS"|"Muscle Factory"|"False"|"FNPR"|"Muscle Factory"|"FNPQ"|"Muscle Factory"|""|""|"Mar 19, 2013"
"FNPW"|"Modotek"|"False"|"FNPV"|"Modotek"|"FNPT"|"Modotek"|""|""|"Mar 19, 2013"
"FNQC"|"Ottoco"|"False"|"FNQB"|"Ottoco"|"FNPX"|"Ottoco"|""|""|"Mar 19, 2013"
"FNQG"|"Joe Gibbs Lubricants"|"False"|"FNQF"|"Driven Racing Oil"|"FNQD"|"Driven Racing Oil"|""|""|"Mar 20, 2013"
"FNQK"|"Peragon Truck Bed Covers"|"False"|"FNQJ"|"Peragon Enterprises Inc"|"FNQH"|"Peragon Enterprises Inc"|""|""|"Mar 20, 2013"
"FNQN"|"UPGR8"|"False"|"FNQM"|"FastOrigin"|"FNQL"|"FastOrigin"|""|""|"Mar 20, 2013"
"FNQT"|"LENNON"|"False"|"FNQS"|"LENNON AUTOMOTIVE"|"FNQR"|"LENNON AUTOMOTIVE"|""|""|"Mar 22, 2013"
"FNQV"|"ToughOne Distributors"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Mar 22, 2013"
"FNQW"|"ToughOne Water Pump"|"False"|"BMBR"|"Advance Auto Parts"|"BKNR"|"Advance Auto Parts"|""|""|"Mar 22, 2013"
"FNRC"|"Kortekk"|"False"|"FNRB"|"Kortekk Inc"|"FNQX"|"Kortekk Inc"|""|""|"Mar 14, 2014"
"FNRG"|"ReadyMount"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRH"|"Ultra Struts"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRJ"|"Max Control"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Sep 27, 2019"
"FNRK"|"Ultra Spring Seat"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRL"|"Ultra Cartridge"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRM"|"Ultra Shock"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Sep 27, 2019"
"FNRN"|"Ultra Truck Shock"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRP"|"Pro Guard"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Sep 27, 2019"
"FNRQ"|"Classic Shock"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Sep 27, 2019"
"FNRR"|"Hi Jackers"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Sep 27, 2019"
"FNRS"|"Rear Load Carrier"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRT"|"Front Load Carrier"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRV"|"Steering Stabilizer"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRW"|"Steering Damper"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNRX"|"Fleetline Shock"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNSB"|"GasSLX"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNSC"|"LTV"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Sep 27, 2019"
"FNSD"|"Swedge-Lok - Archived"|"False"|"HYYX"|"Archived Brands"|"HYYW"|"Archived Brands"|""|""|"Mar 26, 2020"
"FNSK"|"Lrg Rims"|"False"|"FNSJ"|"Lrg Rims"|"FNSH"|"Lrg Rims"|""|""|"Mar 28, 2013"
"FNSN"|"Willpak Industries"|"False"|"FNSM"|"Willpak Industries Inc"|"FNSL"|"Willpak Industries Inc"|""|""|"Mar 29, 2013"
"FNSR"|"Seat Covers Unlimited"|"False"|"FNSQ"|"Seat Covers Unlimited"|"FNSP"|"Seat Covers Unlimited"|""|""|"Mar 29, 2013"
"FNST"|"Strut Mount"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Mar 19, 2019"
"FNSW"|"AIR 2.0"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Apr 01, 2013"
"FNSX"|"9200"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Apr 01, 2013"
"FNTB"|"8200"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Apr 01, 2013"
"FNTC"|"Slide"|"False"|"FNSV"|"Ride Control LLC"|"FDCC"|"Ride Control LLC"|""|""|"Apr 01, 2013"
"FNTH"|"Mighty Lift"|"False"|"HWGX"|"TRICO-Group"|"HWGW"|"TRICO-Group"|"FNTJ"|"Alpha"|"Aug 20, 2019"
"FNTL"|"MPS"|"False"|"HWGX"|"TRICO-Group"|"HWGW"|"TRICO-Group"|""|""|"Aug 20, 2019"
"FNTM"|"fuse"|"False"|"CKBV"|"Fonegear LLC"|"CKBT"|"Fonegear LLC"|""|""|"Apr 01, 2013"
"FNTQ"|"Coplus"|"False"|"FNTP"|"Coplus Inc"|"FNTN"|"Coplus Inc"|""|""|"Oct 08, 2018"
"FNTT"|"ReTrak"|"False"|"FNTS"|"Emerge Technologies Inc"|"FNTR"|"Emerge Technologies Inc"|""|""|"Jul 15, 2019"
"FNTX"|"SPD"|"False"|"FNTW"|"Seattle Parts Distribution Co"|"FNTV"|"Seattle Parts Distribution Co"|""|""|"Apr 04, 2013"
"FNVD"|"AUTO-CAMPING LTD"|"False"|"FNVC"|"AUTO-CAMPING LTD"|"FNVB"|"AUTO-CAMPING LTD"|""|""|"Apr 04, 2013"
"FNVH"|"Altrom Group"|"False"|"FNVG"|"Altrom Group"|"FNVF"|"Altrom Group"|""|""|"Apr 04, 2013"
"FNVJ"|"Kramer Accessories"|"False"|"FNPN"|"Kramer America"|"FNPM"|"Kramer America"|""|""|"Apr 04, 2013"
"FNVV"|"Hatchie Bottom"|"False"|"FNVT"|"SILLCO Inc"|"FNVR"|"SILLCO Inc"|""|""|"Apr 05, 2013"
"FNWB"|"Febest"|"False"|"FNVX"|"Febest"|"FNVW"|"Febest"|""|""|"Apr 05, 2013"
"FNWD"|"KFE Brake Systems"|"False"|"FNWC"|"KFE Brake Systems"|"FNVM"|"KFE Brake Systems"|""|""|"Jun 27, 2019"
"FNWF"|"Harper - Archived"|"False"|"HYYX"|"Archived Brands"|"HYYW"|"Archived Brands"|""|""|"Apr 07, 2020"
"FNWJ"|"EasyGO"|"False"|"FNWH"|"Gryphon Mobile Electronics LLC"|"FNWG"|"Gryphon Mobile Electronics LLC"|""|""|"Apr 08, 2013"
"FNWK"|"Alliance Truck Parts"|"False"|"CCGW"|"Daimler AG"|"CCGV"|"Daimler AG"|""|""|"Jan 25, 2019"
"FNWL"|"Amadas"|"False"|"HKJD"|"Amadas Industries"|"HKJC"|"Amadas Industries"|""|""|"May 04, 2018"
"FNWM"|"ARA Manufacturing"|"False"|"HKJB"|"ARA Manufacturing Company"|"HKHZ"|"ARA Manufacturing Company"|""|""|"May 04, 2018"
"FNWN"|"Arrow Automotive"|"False"|"HKGB"|"Arrow Automotive"|"HKFZ"|"Arrow Automotive"|""|""|"Apr 30, 2018"
"FNWP"|"Autopar"|"False"|"HKCD"|"Autopar"|"HKCC"|"Autopar"|""|""|"Apr 24, 2018"
"FNWQ"|"AY Mcdonald"|"False"|"HHNM"|"AY Mcdonald Manufacturing Company"|"HHNL"|"AY Mcdonald Manufacturing Company"|""|""|"Jan 16, 2018"
"FNWR"|"Bad Boy Mowers"|"False"|"HKCB"|"Bad Boy Inc"|"HKBZ"|"Bad Boy Inc"|""|""|"Apr 24, 2018"
"FNWS"|"Ben Pearson"|"False"|"BRQQ"|"HUTH-BEN PEARSON INTERNATIONAL LLC"|"BRQP"|"HUTH-BEN PEARSON INTERNATIONAL LLC"|""|""|"Apr 24, 2018"
"FNWT"|"Billy Goat"|"False"|"BDMG"|"Briggs & Stratton"|"BDMG"|"Briggs & Stratton"|""|""|"Apr 24, 2018"
"FNWV"|"Bugatti"|"True"|"CPCC"|"Volkswagen Group"|"CPCB"|"Volkswagen Group"|""|""|"Dec 13, 2018"
"FNWW"|"Can-Am"|"True"|"BSQG"|"BRP"|"BSQF"|"BRP"|""|""|"Dec 04, 2017"
"FNWX"|"Case IH"|"True"|"BVSF"|"CNH Industrial"|"BVSD"|"CNH Industrial"|""|""|"Mar 15, 2018"
"FNXB"|"CFMOTO"|"True"|"HGPM"|"Zhejiang CFMOTO Power Co Ltd"|"HGPL"|"Zhejiang CFMOTO Power Co Ltd"|""|""|"Dec 04, 2017"
"FNXC"|"Chery"|"True"|"HJNW"|"Chery Automobile Co Ltd"|"HJNV"|"Chery Automobile Co Ltd"|""|""|"Mar 07, 2018"
"FNXD"|"Cy-Lent"|"False"|"HJNT"|"HDM Products Inc"|"HJNS"|"HDM Products Inc"|""|""|"Mar 07, 2018"
"FNXF"|"Daelim"|"True"|"HJKP"|"Daelim Motor Co Ltd"|"HJKN"|"Daelim Motor Co Ltd"|""|""|"Feb 27, 2018"
"FNXG"|"Entrust Datacard"|"False"|"HJKM"|"Entrust Datacard Corporation"|"HJKL"|"Entrust Datacard Corporation"|""|""|"Feb 27, 2018"
"FNXH"|"David Brown"|"False"|"HJKK"|"David Brown Santasalo"|"HJKJ"|"David Brown Santasalo"|""|""|"Feb 27, 2018"
"FNXJ"|"DewEze"|"False"|"HJKH"|"Harper Industries Inc"|"HJKG"|"Harper Industries Inc"|""|""|"Feb 27, 2018"
"FNXK"|"Durkee-Atwood"|"False"|"HJKF"|"Durkee Atwood Co"|"HJKD"|"Durkee Atwood Co"|""|""|"Feb 27, 2018"
"FNXM"|"Eaton, Yale & Towne"|"False"|"CWMG"|"Eaton Corporation"|"CQXS"|"Eaton Corporation"|""|""|"Apr 09, 2013"
"FNXN"|"EverRide"|"False"|"GWBV"|"Ariens Company"|"GWBT"|"Ariens Company"|""|""|"Nov 28, 2016"
"FNXP"|"Fluid Power Inc"|"False"|"HJJQ"|"Fluid Power Inc"|"HJJP"|"Fluid Power Inc"|""|""|"Feb 26, 2018"
"FNXR"|"FMC"|"False"|"HJJN"|"TechnipFMC plc"|"HJJM"|"TechnipFMC plc"|""|""|"Feb 26, 2018"
"FNXS"|"Foley"|"False"|"HJJL"|"Foley Manufacturing Co"|"HJJK"|"Foley Manufacturing Co"|""|""|"Feb 26, 2018"
"FNXT"|"Fortschritt"|"False"|"HJJJ"|"Fortschritt"|"HJJH"|"Fortschritt"|""|""|"Feb 26, 2018"
"FNXV"|"Frederick"|"False"|"HJJG"|"Frederick Manufacturing Co Inc"|"HJJF"|"Frederick Manufacturing Co Inc"|""|""|"Feb 26, 2018"
"FNXX"|"Gilmer"|"False"|"HJJD"|"Gilmer Belts"|"HJJC"|"Gilmer Belts"|""|""|"Feb 26, 2018"
"FPBB"|"Gilson"|"False"|"HJJB"|"Gilson Manufacturing Co Ltd"|"HJHZ"|"Gilson Manufacturing Co Ltd"|""|""|"Feb 26, 2018"
"FPBC"|"Glisson"|"False"|"HJHY"|"Glisson Manufacturing Co Ltd"|"HJHX"|"Glisson Manufacturing Co Ltd"|""|""|"Feb 26, 2018"
"FPBD"|"GLOBE LIFELINE"|"False"|"HJHW"|"Globe Holding Company LLC"|"HJHV"|"Globe Holding Company LLC"|""|""|"Feb 26, 2018"
